x,y
5.1358893853192065,-2.862346165069225
5.1358893853192065,-2.862346165069225
5.1358893853192065,-2.862346165069225
6.506228083931074,-1.3869435295176546
5.62510006019888,-2.808702514668626
5.306448087600371,-3.2042969485989636
5.210431149773164,-2.776416524176508
6.093425555217093,-3.9952166425544133
7.937394515049453,-1.0188191106550486
6.072485409027254,-3.4557535196670526
6.386326491478403,-2.5210048232273383
5.156353807601154,-3.3789785687253704
6.378254247766352,-3.0166413353796293
4.401071294616931,-1.2819382473001357
4.569476454218617,-4.417578257911194
3.8966629494077663,-3.549668148417226
5.74882471875919,-3.020332955985044
5.734387244627028,-1.8765887722338563
6.570270174280969,-1.5740090802133715
6.999273163002082,-1.0901593100988405
4.982891628105988,-1.7734385416961849
6.803558978695797,-2.6165690987565333
4.573170032590135,-1.1932647111245995
6.549677382412417,-4.209503071555157
6.5689294613449025,-4.419817326624544
4.984260520363804,-2.3721552037533424
6.104823624140771,-4.9521593301216065
3.8075252985399466,-3.4361469057698137
7.631389525396711,-2.520076795070877
3.49360227214087,-4.386818771061428
5.331503484362267,-3.682603619421962
6.518973966334324,-1.8945884144240819
5.297065541509725,-2.602046133697194
4.871546524844564,-3.7018552052572895
6.075181284857509,-3.124393164227123
7.76230591238242,-2.455525109597448
4.523083130661491,-1.3784557818168859
4.369781394717468,-3.3972027608891024
6.30166100971191,-2.8917487686130205
6.384370546120826,-2.5005991383074764
6.6221232552452225,-2.9041619244505963
4.717396988789923,-3.354298318694856
4.384519948095568,-1.6081183603393066
5.429479268893947,-3.810476318259283
4.902227914751967,-2.4264901728820183
5.985718249734635,-4.257988192808348
4.228079185517169,-2.7844816941822144
5.264685452531788,-0.07067943132450605
5.7547071751136825,-2.3463738411352923
5.87310950825751,-3.733118165231719
6.218625172545335,-1.291202446298001
6.793431936510078,-2.518915893058996
3.677381275685076,-1.9790184720554744
7.168722018765929,-2.6814130089403516
4.887739174671886,-4.090464236913886
4.573553167944862,-2.3810439917781365
3.3554492028521095,-3.767482755141917
4.109235449715392,-2.9489804352877176
4.479906950870995,-3.096994182711642
5.0515020184696695,-1.679104765562876
7.21586438694813,-2.191112706012186
6.502347069358496,-2.2833319583131684
6.629243513126982,-3.6299984879123466
5.689333230728628,-1.6774477757461934
5.503213519529474,-3.4934425168129413
6.438980064487213,-1.9192038020765703
4.833419374354561,-3.129632706461364
4.561434585237525,-2.841306944458829
5.0434808664661785,-1.9396437037341747
6.2432854281321255,-1.7997936465028737
3.812808105668142,-1.9906595396628068
4.8851517652308365,-2.3765964901506695
4.082561490173596,-2.812501619416841
4.804343006160292,-4.229415746307328
5.526643233997764,-1.1485524394885416
5.966432423380355,-2.259454355509899
4.732776267004575,-3.5866601707614194
4.392110968743741,-2.064164591382741
5.17098848177108,-4.188139061432586
5.019216909820414,-0.9165764830001006
4.136638005314029,-3.0240331542944263
3.5820543451228,-3.4741033973766013
5.528118545677592,-3.926614151298845
6.070729631074648,-2.179941985334895
4.599455129331344,-2.6159433780415355
8.263112338065353,-1.0044155651347748
4.660195606902206,-2.2650658472973384
6.696255414673565,-1.681222135739922
6.971926525261333,-2.880594730668268
6.386635468496362,-2.10886765921228
5.665717282437574,-3.841866634838576
5.5677895254197605,-0.8646710405433586
6.226098199888016,-3.5430326649308093
6.499580703038759,-1.77686111538502
6.207933684223878,-2.439172736445977
2.654163246405638,-3.6997739917325423
5.534144490907315,-2.817696122213957
4.557127707927611,-0.846320812552779
5.969909181174004,-2.989942946485106
4.60258858934902,-3.8142787953416075
6.099740721677376,-2.879493230174975
5.795472219306355,-3.5730933370008766
-4.107927467636795,-7.228143352572978
-6.981092957633347,-8.672383984897937
-4.7144585277903435,-8.141244915651933
-4.494668879574155,-9.250661169281052
-4.412603333699198,-7.773473715192303
-4.888546540910553,-6.819213196192105
-4.119651742048679,-8.999730829883354
-5.332087315092411,-7.296413429796285
-4.044635235689882,-7.32606227802075
-3.4346023782406476,-7.21816287555094
-3.475233800376113,-8.128046691037552
-4.410572231234802,-9.826593231898238
-5.1871874709714,-7.5580588028010425
-3.8536751722154308,-8.217530828490128
-4.596209263365689,-8.857091859151954
-4.245919842614154,-8.351367123220296
-3.650070289604246,-8.300986868381226
-5.524539248852276,-7.93505551242165
-4.3721870732099,-7.510520030219467
-4.183175491946217,-7.393088975983498
-4.394495594939998,-7.952834950982072
-5.058078757772675,-7.29851202621776
-4.7128938334023065,-7.3856969782582675
-4.46478925052917,-6.876062943368227
-4.236717578721976,-7.794879974218269
-5.077919847205408,-6.549738754403686
-4.188943545024812,-6.4442063380311545
-5.657943000482003,-8.876979345040775
-5.378118411181157,-5.608512384557945
-5.540526407645011,-6.779148290882397
-4.697198298517467,-5.953098970969382
-5.991656082443848,-8.088198364068418
-4.953418343799445,-6.68673007756541
-6.445043506102257,-6.014340980999971
-4.931352222276368,-8.208904863114956
-6.657851126033024,-6.351680848466839
-4.505675364896451,-8.134733987024394
-4.424806410351257,-8.206929349711091
-1.9851546605413808,-8.429571012459428
-6.356455657302837,-6.126474439629615
-4.637309047958297,-5.919361086682681
-3.3366118162728515,-8.448341483874575
